"Customer ID",Average_Order_Value
CUST015,2000.0000
CUST065,2000.0000
CUST072,2000.0000
CUST074,2000.0000
CUST089,2000.0000
CUST093,2000.0000
CUST109,2000.0000
CUST118,2000.0000
CUST124,2000.0000
CUST139,2000.0000
CUST152,2000.0000
CUST155,2000.0000
CUST157,2000.0000
CUST166,2000.0000
CUST253,2000.0000
CUST257,2000.0000
CUST269,2000.0000
CUST281,2000.0000
CUST342,2000.0000
CUST412,2000.0000
CUST416,2000.0000
CUST420,2000.0000
CUST447,2000.0000
CUST476,2000.0000
CUST480,2000.0000
CUST487,2000.0000
CUST503,2000.0000
CUST547,2000.0000
CUST561,2000.0000
CUST572,2000.0000
CUST577,2000.0000
CUST592,2000.0000
CUST595,2000.0000
CUST626,2000.0000
CUST634,2000.0000
CUST664,2000.0000
CUST700,2000.0000
CUST731,2000.0000
CUST735,2000.0000
CUST742,2000.0000
CUST743,2000.0000
CUST773,2000.0000
CUST789,2000.0000
CUST808,2000.0000
CUST832,2000.0000
CUST875,2000.0000
CUST927,2000.0000
CUST946,2000.0000
CUST970,2000.0000
CUST013,1500.0000
CUST016,1500.0000
CUST047,1500.0000
CUST054,1500.0000
CUST078,1500.0000
CUST111,1500.0000
CUST112,1500.0000
CUST115,1500.0000
CUST144,1500.0000
CUST164,1500.0000
CUST169,1500.0000
CUST193,1500.0000
CUST199,1500.0000
CUST211,1500.0000
CUST212,1500.0000
CUST213,1500.0000
CUST215,1500.0000
CUST239,1500.0000
CUST280,1500.0000
CUST313,1500.0000
CUST356,1500.0000
CUST369,1500.0000
CUST372,1500.0000
CUST385,1500.0000
CUST421,1500.0000
CUST452,1500.0000
CUST463,1500.0000
CUST474,1500.0000
CUST506,1500.0000
CUST507,1500.0000
CUST522,1500.0000
CUST533,1500.0000
CUST580,1500.0000
CUST608,1500.0000
CUST611,1500.0000
CUST636,1500.0000
CUST647,1500.0000
CUST673,1500.0000
CUST676,1500.0000
CUST677,1500.0000
CUST693,1500.0000
CUST710,1500.0000
CUST711,1500.0000
CUST720,1500.0000
CUST805,1500.0000
CUST843,1500.0000
CUST859,1500.0000
CUST869,1500.0000
CUST942,1500.0000
CUST956,1500.0000
CUST031,1200.0000
CUST046,1200.0000
CUST058,1200.0000
CUST067,1200.0000
CUST099,1200.0000
CUST107,1200.0000
CUST142,1200.0000
CUST165,1200.0000
CUST181,1200.0000
CUST202,1200.0000
CUST292,1200.0000
CUST296,1200.0000
CUST298,1200.0000
CUST308,1200.0000
CUST320,1200.0000
CUST332,1200.0000
CUST333,1200.0000
CUST340,1200.0000
CUST361,1200.0000
CUST368,1200.0000
CUST405,1200.0000
CUST424,1200.0000
CUST431,1200.0000
CUST437,1200.0000
CUST441,1200.0000
CUST459,1200.0000
CUST462,1200.0000
CUST479,1200.0000
CUST481,1200.0000
CUST482,1200.0000
CUST484,1200.0000
CUST524,1200.0000
CUST553,1200.0000
CUST559,1200.0000
CUST587,1200.0000
CUST597,1200.0000
CUST614,1200.0000
CUST648,1200.0000
CUST663,1200.0000
CUST669,1200.0000
CUST682,1200.0000
CUST716,1200.0000
CUST726,1200.0000
CUST729,1200.0000
CUST756,1200.0000
CUST757,1200.0000
CUST800,1200.0000
CUST828,1200.0000
CUST839,1200.0000
CUST847,1200.0000
CUST862,1200.0000
CUST908,1200.0000
CUST928,1200.0000
CUST943,1200.0000
CUST002,1000.0000
CUST026,1000.0000
CUST049,1000.0000
CUST094,1000.0000
CUST097,1000.0000
CUST104,1000.0000
CUST117,1000.0000
CUST137,1000.0000
CUST153,1000.0000
CUST161,1000.0000
CUST203,1000.0000
CUST235,1000.0000
CUST237,1000.0000
CUST256,1000.0000
CUST274,1000.0000
CUST275,1000.0000
CUST297,1000.0000
CUST299,1000.0000
CUST346,1000.0000
CUST352,1000.0000
CUST382,1000.0000
CUST393,1000.0000
CUST395,1000.0000
CUST404,1000.0000
CUST418,1000.0000
CUST432,1000.0000
CUST453,1000.0000
CUST461,1000.0000
CUST470,1000.0000
CUST534,1000.0000
CUST589,1000.0000
CUST600,1000.0000
CUST605,1000.0000
CUST621,1000.0000
CUST660,1000.0000
CUST662,1000.0000
CUST683,1000.0000
CUST684,1000.0000
CUST709,1000.0000
CUST732,1000.0000
CUST779,1000.0000
CUST816,1000.0000
CUST850,1000.0000
CUST853,1000.0000
CUST880,1000.0000
CUST966,1000.0000
CUST986,1000.0000
CUST990,1000.0000
CUST994,1000.0000
CUST020,900.0000
CUST030,900.0000
CUST035,900.0000
CUST036,900.0000
CUST042,900.0000
CUST048,900.0000
CUST056,900.0000
CUST110,900.0000
CUST133,900.0000
CUST154,900.0000
CUST171,900.0000
CUST180,900.0000
CUST183,900.0000
CUST196,900.0000
CUST198,900.0000
CUST243,900.0000
CUST248,900.0000
CUST264,900.0000
CUST265,900.0000
CUST295,900.0000
CUST323,900.0000
CUST334,900.0000
CUST407,900.0000
CUST409,900.0000
CUST417,900.0000
CUST430,900.0000
CUST435,900.0000
CUST457,900.0000
CUST472,900.0000
CUST488,900.0000
CUST491,900.0000
CUST509,900.0000
CUST515,900.0000
CUST540,900.0000
CUST550,900.0000
CUST551,900.0000
CUST567,900.0000
CUST582,900.0000
CUST590,900.0000
CUST624,900.0000
CUST635,900.0000
CUST678,900.0000
CUST680,900.0000
CUST690,900.0000
CUST708,900.0000
CUST722,900.0000
CUST727,900.0000
CUST766,900.0000
CUST782,900.0000
CUST788,900.0000
CUST806,900.0000
CUST827,900.0000
CUST886,900.0000
CUST891,900.0000
CUST911,900.0000
CUST923,900.0000
CUST950,900.0000
CUST954,900.0000
CUST964,900.0000
CUST968,900.0000
CUST969,900.0000
CUST987,900.0000
CUST009,600.0000
CUST096,600.0000
CUST101,600.0000
CUST129,600.0000
CUST131,600.0000
CUST136,600.0000
CUST158,600.0000
CUST221,600.0000
CUST233,600.0000
CUST290,600.0000
CUST291,600.0000
CUST302,600.0000
CUST348,600.0000
CUST373,600.0000
CUST380,600.0000
CUST386,600.0000
CUST392,600.0000
CUST398,600.0000
CUST402,600.0000
CUST403,600.0000
CUST440,600.0000
CUST443,600.0000
CUST464,600.0000
CUST496,600.0000
CUST508,600.0000
CUST543,600.0000
CUST594,600.0000
CUST610,600.0000
CUST637,600.0000
CUST649,600.0000
CUST702,600.0000
CUST838,600.0000
CUST842,600.0000
CUST899,600.0000
CUST976,600.0000
CUST004,500.0000
CUST021,500.0000
CUST028,500.0000
CUST088,500.0000
CUST091,500.0000
CUST105,500.0000
CUST128,500.0000
CUST130,500.0000
CUST220,500.0000
CUST238,500.0000
CUST254,500.0000
CUST279,500.0000
CUST283,500.0000
CUST319,500.0000
CUST322,500.0000
CUST337,500.0000
CUST353,500.0000
CUST355,500.0000
CUST364,500.0000
CUST384,500.0000
CUST394,500.0000
CUST408,500.0000
CUST531,500.0000
CUST537,500.0000
CUST539,500.0000
CUST541,500.0000
CUST570,500.0000
CUST612,500.0000
CUST638,500.0000
CUST655,500.0000
CUST667,500.0000
CUST697,500.0000
CUST707,500.0000
CUST714,500.0000
CUST717,500.0000
CUST721,500.0000
CUST760,500.0000
CUST761,500.0000
CUST781,500.0000
CUST784,500.0000
CUST814,500.0000
CUST818,500.0000
CUST845,500.0000
CUST864,500.0000
CUST867,500.0000
CUST883,500.0000
CUST904,500.0000
CUST914,500.0000
CUST934,500.0000
CUST937,500.0000
CUST984,500.0000
CUST024,300.0000
CUST043,300.0000
CUST052,300.0000
CUST068,300.0000
CUST070,300.0000
CUST079,300.0000
CUST147,300.0000
CUST168,300.0000
CUST174,300.0000
CUST179,300.0000
CUST240,300.0000
CUST252,300.0000
CUST270,300.0000
CUST358,300.0000
CUST365,300.0000
CUST378,300.0000
CUST401,300.0000
CUST445,300.0000
CUST514,300.0000
CUST523,300.0000
CUST555,300.0000
CUST568,300.0000
CUST596,300.0000
CUST602,300.0000
CUST625,300.0000
CUST641,300.0000
CUST674,300.0000
CUST687,300.0000
CUST698,300.0000
CUST725,300.0000
CUST741,300.0000
CUST783,300.0000
CUST794,300.0000
CUST795,300.0000
CUST821,300.0000
CUST826,300.0000
CUST852,300.0000
CUST865,300.0000
CUST868,300.0000
CUST881,300.0000
CUST905,300.0000
CUST909,300.0000
CUST925,300.0000
CUST939,300.0000
CUST947,300.0000
CUST983,300.0000
CUST010,200.0000
CUST038,200.0000
CUST061,200.0000
CUST075,200.0000
CUST082,200.0000
CUST121,200.0000
CUST132,200.0000
CUST138,200.0000
CUST146,200.0000
CUST159,200.0000
CUST184,200.0000
CUST186,200.0000
CUST194,200.0000
CUST197,200.0000
CUST208,200.0000
CUST209,200.0000
CUST210,200.0000
CUST217,200.0000
CUST251,200.0000
CUST259,200.0000
CUST282,200.0000
CUST284,200.0000
CUST300,200.0000
CUST330,200.0000
CUST341,200.0000
CUST354,200.0000
CUST377,200.0000
CUST400,200.0000
CUST411,200.0000
CUST428,200.0000
CUST433,200.0000
CUST449,200.0000
CUST494,200.0000
CUST510,200.0000
CUST546,200.0000
CUST569,200.0000
CUST584,200.0000
CUST604,200.0000
CUST628,200.0000
CUST639,200.0000
CUST686,200.0000
CUST696,200.0000
CUST723,200.0000
CUST740,200.0000
CUST765,200.0000
CUST785,200.0000
CUST801,200.0000
CUST807,200.0000
CUST817,200.0000
CUST820,200.0000
CUST833,200.0000
CUST835,200.0000
CUST860,200.0000
CUST903,200.0000
CUST917,200.0000
CUST930,200.0000
CUST936,200.0000
CUST938,200.0000
CUST961,200.0000
CUST965,200.0000
CUST971,200.0000
CUST975,200.0000
CUST001,150.0000
CUST034,150.0000
CUST060,150.0000
CUST085,150.0000
CUST119,150.0000
CUST163,150.0000
CUST167,150.0000
CUST200,150.0000
CUST231,150.0000
CUST324,150.0000
CUST327,150.0000
CUST336,150.0000
CUST426,150.0000
CUST465,150.0000
CUST467,150.0000
CUST471,150.0000
CUST490,150.0000
CUST502,150.0000
CUST504,150.0000
CUST529,150.0000
CUST538,150.0000
CUST554,150.0000
CUST576,150.0000
CUST623,150.0000
CUST651,150.0000
CUST666,150.0000
CUST668,150.0000
CUST671,150.0000
CUST695,150.0000
CUST724,150.0000
CUST728,150.0000
CUST748,150.0000
CUST777,150.0000
CUST813,150.0000
CUST822,150.0000
CUST830,150.0000
CUST844,150.0000
CUST910,150.0000
CUST912,150.0000
CUST978,150.0000
CUST993,150.0000
CUST999,150.0000
CUST014,120.0000
CUST023,120.0000
CUST039,120.0000
CUST055,120.0000
CUST092,120.0000
CUST122,120.0000
CUST150,120.0000
CUST173,120.0000
CUST182,120.0000
CUST222,120.0000
CUST262,120.0000
CUST271,120.0000
CUST288,120.0000
CUST301,120.0000
CUST312,120.0000
CUST314,120.0000
CUST335,120.0000
CUST425,120.0000
CUST436,120.0000
CUST477,120.0000
CUST497,120.0000
CUST519,120.0000
CUST521,120.0000
CUST530,120.0000
CUST532,120.0000
CUST536,120.0000
CUST578,120.0000
CUST598,120.0000
CUST633,120.0000
CUST640,120.0000
CUST645,120.0000
CUST699,120.0000
CUST769,120.0000
CUST796,120.0000
CUST824,120.0000
CUST856,120.0000
CUST870,120.0000
CUST876,120.0000
CUST885,120.0000
CUST895,120.0000
CUST931,120.0000
CUST957,120.0000
CUST1000,120.0000
CUST005,100.0000
CUST008,100.0000
CUST011,100.0000
CUST017,100.0000
CUST022,100.0000
CUST033,100.0000
CUST053,100.0000
CUST062,100.0000
CUST064,100.0000
CUST071,100.0000
CUST076,100.0000
CUST077,100.0000
CUST083,100.0000
CUST087,100.0000
CUST098,100.0000
CUST114,100.0000
CUST125,100.0000
CUST156,100.0000
CUST160,100.0000
CUST175,100.0000
CUST176,100.0000
CUST177,100.0000
CUST187,100.0000
CUST192,100.0000
CUST216,100.0000
CUST225,100.0000
CUST227,100.0000
CUST244,100.0000
CUST272,100.0000
CUST276,100.0000
CUST277,100.0000
CUST278,100.0000
CUST287,100.0000
CUST311,100.0000
CUST328,100.0000
CUST329,100.0000
CUST338,100.0000
CUST360,100.0000
CUST366,100.0000
CUST381,100.0000
CUST390,100.0000
CUST406,100.0000
CUST410,100.0000
CUST414,100.0000
CUST442,100.0000
CUST455,100.0000
CUST458,100.0000
CUST466,100.0000
CUST492,100.0000
CUST498,100.0000
CUST500,100.0000
CUST511,100.0000
CUST513,100.0000
CUST516,100.0000
CUST517,100.0000
CUST520,100.0000
CUST526,100.0000
CUST549,100.0000
CUST564,100.0000
CUST575,100.0000
CUST583,100.0000
CUST591,100.0000
CUST599,100.0000
CUST609,100.0000
CUST615,100.0000
CUST616,100.0000
CUST619,100.0000
CUST630,100.0000
CUST632,100.0000
CUST642,100.0000
CUST652,100.0000
CUST661,100.0000
CUST672,100.0000
CUST688,100.0000
CUST689,100.0000
CUST692,100.0000
CUST703,100.0000
CUST706,100.0000
CUST715,100.0000
CUST736,100.0000
CUST738,100.0000
CUST745,100.0000
CUST752,100.0000
CUST754,100.0000
CUST758,100.0000
CUST759,100.0000
CUST775,100.0000
CUST778,100.0000
CUST786,100.0000
CUST799,100.0000
CUST803,100.0000
CUST809,100.0000
CUST810,100.0000
CUST819,100.0000
CUST823,100.0000
CUST831,100.0000
CUST841,100.0000
CUST858,100.0000
CUST873,100.0000
CUST887,100.0000
CUST888,100.0000
CUST897,100.0000
CUST924,100.0000
CUST932,100.0000
CUST951,100.0000
CUST972,100.0000
CUST991,100.0000
CUST998,100.0000
CUST032,90.0000
CUST073,90.0000
CUST084,90.0000
CUST086,90.0000
CUST126,90.0000
CUST190,90.0000
CUST218,90.0000
CUST219,90.0000
CUST229,90.0000
CUST245,90.0000
CUST267,90.0000
CUST293,90.0000
CUST294,90.0000
CUST303,90.0000
CUST317,90.0000
CUST331,90.0000
CUST351,90.0000
CUST383,90.0000
CUST419,90.0000
CUST422,90.0000
CUST444,90.0000
CUST535,90.0000
CUST557,90.0000
CUST603,90.0000
CUST613,90.0000
CUST631,90.0000
CUST643,90.0000
CUST646,90.0000
CUST656,90.0000
CUST679,90.0000
CUST691,90.0000
CUST704,90.0000
CUST746,90.0000
CUST776,90.0000
CUST829,90.0000
CUST837,90.0000
CUST861,90.0000
CUST898,90.0000
CUST913,90.0000
CUST915,90.0000
CUST918,90.0000
CUST953,90.0000
CUST982,90.0000
CUST997,90.0000
CUST012,75.0000
CUST037,75.0000
CUST050,75.0000
CUST051,75.0000
CUST069,75.0000
CUST108,75.0000
CUST145,75.0000
CUST149,75.0000
CUST188,75.0000
CUST241,75.0000
CUST326,75.0000
CUST350,75.0000
CUST357,75.0000
CUST374,75.0000
CUST413,75.0000
CUST439,75.0000
CUST469,75.0000
CUST475,75.0000
CUST552,75.0000
CUST607,75.0000
CUST620,75.0000
CUST622,75.0000
CUST644,75.0000
CUST653,75.0000
CUST654,75.0000
CUST713,75.0000
CUST718,75.0000
CUST750,75.0000
CUST755,75.0000
CUST767,75.0000
CUST768,75.0000
CUST797,75.0000
CUST812,75.0000
CUST815,75.0000
CUST848,75.0000
CUST872,75.0000
CUST920,75.0000
CUST921,75.0000
CUST929,75.0000
CUST948,75.0000
CUST977,75.0000
CUST980,75.0000
CUST988,75.0000
CUST080,60.0000
CUST095,60.0000
CUST123,60.0000
CUST148,60.0000
CUST162,60.0000
CUST178,60.0000
CUST214,60.0000
CUST228,60.0000
CUST247,60.0000
CUST260,60.0000
CUST263,60.0000
CUST266,60.0000
CUST289,60.0000
CUST304,60.0000
CUST315,60.0000
CUST370,60.0000
CUST399,60.0000
CUST415,60.0000
CUST448,60.0000
CUST456,60.0000
CUST478,60.0000
CUST495,60.0000
CUST499,60.0000
CUST501,60.0000
CUST528,60.0000
CUST548,60.0000
CUST563,60.0000
CUST565,60.0000
CUST573,60.0000
CUST581,60.0000
CUST588,60.0000
CUST593,60.0000
CUST675,60.0000
CUST681,60.0000
CUST701,60.0000
CUST719,60.0000
CUST834,60.0000
CUST871,60.0000
CUST884,60.0000
CUST900,60.0000
CUST959,60.0000
CUST960,60.0000
CUST962,60.0000
CUST981,60.0000
CUST992,60.0000
CUST007,50.0000
CUST018,50.0000
CUST019,50.0000
CUST025,50.0000
CUST027,50.0000
CUST040,50.0000
CUST041,50.0000
CUST059,50.0000
CUST063,50.0000
CUST081,50.0000
CUST102,50.0000
CUST106,50.0000
CUST113,50.0000
CUST120,50.0000
CUST127,50.0000
CUST134,50.0000
CUST135,50.0000
CUST141,50.0000
CUST143,50.0000
CUST151,50.0000
CUST170,50.0000
CUST172,50.0000
CUST189,50.0000
CUST207,50.0000
CUST224,50.0000
CUST226,50.0000
CUST234,50.0000
CUST246,50.0000
CUST249,50.0000
CUST250,50.0000
CUST258,50.0000
CUST261,50.0000
CUST273,50.0000
CUST286,50.0000
CUST306,50.0000
CUST307,50.0000
CUST316,50.0000
CUST321,50.0000
CUST325,50.0000
CUST339,50.0000
CUST343,50.0000
CUST349,50.0000
CUST359,50.0000
CUST367,50.0000
CUST375,50.0000
CUST389,50.0000
CUST391,50.0000
CUST429,50.0000
CUST434,50.0000
CUST446,50.0000
CUST450,50.0000
CUST460,50.0000
CUST473,50.0000
CUST493,50.0000
CUST505,50.0000
CUST525,50.0000
CUST527,50.0000
CUST542,50.0000
CUST545,50.0000
CUST556,50.0000
CUST560,50.0000
CUST562,50.0000
CUST571,50.0000
CUST574,50.0000
CUST586,50.0000
CUST606,50.0000
CUST618,50.0000
CUST627,50.0000
CUST629,50.0000
CUST665,50.0000
CUST685,50.0000
CUST694,50.0000
CUST705,50.0000
CUST712,50.0000
CUST730,50.0000
CUST737,50.0000
CUST751,50.0000
CUST762,50.0000
CUST763,50.0000
CUST770,50.0000
CUST771,50.0000
CUST774,50.0000
CUST780,50.0000
CUST792,50.0000
CUST798,50.0000
CUST811,50.0000
CUST836,50.0000
CUST840,50.0000
CUST846,50.0000
CUST849,50.0000
CUST851,50.0000
CUST854,50.0000
CUST857,50.0000
CUST863,50.0000
CUST866,50.0000
CUST882,50.0000
CUST889,50.0000
CUST890,50.0000
CUST892,50.0000
CUST893,50.0000
CUST896,50.0000
CUST902,50.0000
CUST906,50.0000
CUST916,50.0000
CUST919,50.0000
CUST922,50.0000
CUST935,50.0000
CUST941,50.0000
CUST944,50.0000
CUST949,50.0000
CUST958,50.0000
CUST963,50.0000
CUST973,50.0000
CUST985,50.0000
CUST996,50.0000
CUST003,30.0000
CUST006,30.0000
CUST029,30.0000
CUST045,30.0000
CUST057,30.0000
CUST066,30.0000
CUST090,30.0000
CUST100,30.0000
CUST116,30.0000
CUST140,30.0000
CUST195,30.0000
CUST255,30.0000
CUST268,30.0000
CUST305,30.0000
CUST344,30.0000
CUST345,30.0000
CUST376,30.0000
CUST387,30.0000
CUST396,30.0000
CUST438,30.0000
CUST451,30.0000
CUST483,30.0000
CUST485,30.0000
CUST489,30.0000
CUST518,30.0000
CUST566,30.0000
CUST579,30.0000
CUST601,30.0000
CUST617,30.0000
CUST650,30.0000
CUST659,30.0000
CUST670,30.0000
CUST733,30.0000
CUST734,30.0000
CUST747,30.0000
CUST749,30.0000
CUST753,30.0000
CUST772,30.0000
CUST793,30.0000
CUST802,30.0000
CUST804,30.0000
CUST874,30.0000
CUST878,30.0000
CUST879,30.0000
CUST894,30.0000
CUST901,30.0000
CUST926,30.0000
CUST933,30.0000
CUST940,30.0000
CUST974,30.0000
CUST995,30.0000
CUST044,25.0000
CUST103,25.0000
CUST185,25.0000
CUST191,25.0000
CUST201,25.0000
CUST204,25.0000
CUST205,25.0000
CUST206,25.0000
CUST223,25.0000
CUST230,25.0000
CUST232,25.0000
CUST236,25.0000
CUST242,25.0000
CUST285,25.0000
CUST309,25.0000
CUST310,25.0000
CUST318,25.0000
CUST347,25.0000
CUST362,25.0000
CUST363,25.0000
CUST371,25.0000
CUST379,25.0000
CUST388,25.0000
CUST397,25.0000
CUST423,25.0000
CUST427,25.0000
CUST454,25.0000
CUST468,25.0000
CUST486,25.0000
CUST512,25.0000
CUST544,25.0000
CUST558,25.0000
CUST585,25.0000
CUST657,25.0000
CUST658,25.0000
CUST739,25.0000
CUST744,25.0000
CUST764,25.0000
CUST787,25.0000
CUST790,25.0000
CUST791,25.0000
CUST825,25.0000
CUST855,25.0000
CUST877,25.0000
CUST907,25.0000
CUST945,25.0000
CUST952,25.0000
CUST955,25.0000
CUST967,25.0000
CUST979,25.0000
CUST989,25.0000
